org,analysis,notebook,index,cell,name,mark,total,percent
fivethirtyeight,us-weather-history,wunderground_scraper.py,1,line 8,construct a subroutine,✔️,14,0.28
fivethirtyeight,us-weather-history,wunderground_scraper.py,2,line 51,construct data pipeline,✔️,8,0.16
la_times,california-buildings-in-severe-fire-hazard-zones,analysis.js,0,page 1,identify extreme values,✔️,9,0.18
la_times,california-buildings-in-severe-fire-hazard-zones,analysis.js,1,page 4,construct data manually,✔️,7,0.14
la_times,california-buildings-in-severe-fire-hazard-zones,analysis.js,2,3,load,✔️,42,0.84
la_times,california-buildings-in-severe-fire-hazard-zones,article,0,page 3,compare groups,✔️,27,0.54
la_times,california-buildings-in-severe-fire-hazard-zones,article,1,page 4,search for clusters,✔️,1,0.02
la_times,california-ccscore-analysis,analysis.ipynb,0,paragraph 1,show trend over time,✔️,18,0.36
la_times,california-ccscore-analysis,analysis.ipynb,1,paragraph 1,compare groups,✔️,27,0.54
la_times,california-ccscore-analysis,analysis.ipynb,2,paragraph 1,identify extreme values,✔️,9,0.18
la_times,california-ccscore-analysis,analysis.ipynb,3,2,format values,✔️,15,0.3
la_times,california-ccscore-analysis,analysis.ipynb,4,3-4,load,✔️,42,0.84
la_times,california-ccscore-analysis,analysis.ipynb,5,5,remove variables,✔️,31,0.62
la_times,california-ccscore-analysis,analysis.ipynb,6,6,canonicalize variable names,✔️,31,0.62
la_times,california-ccscore-analysis,analysis.ipynb,7,6,trim fat,✔️,1,0.02
la_times,california-ccscore-analysis,analysis.ipynb,8,7,change var type,✔️,34,0.68
la_times,california-ccscore-analysis,analysis.ipynb,9,8,inspect data schema,✔️,4,0.08
la_times,california-ccscore-analysis,analysis.ipynb,10,9,peek at data,✔️,19,0.38
la_times,california-ccscore-analysis,analysis.ipynb,11,11,trim by date range,✔️,16,0.32
la_times,california-ccscore-analysis,analysis.ipynb,12,11,deduplicate,✔️,10,0.2
la_times,california-ccscore-analysis,analysis.ipynb,13,12-13,count number of rows,✔️,7,0.14
la_times,california-ccscore-analysis,analysis.ipynb,14,14-17,trim by quantitative threshold,✔️,18,0.36
la_times,california-ccscore-analysis,analysis.ipynb,15,14,group by variable,✔️,27,0.54
la_times,california-ccscore-analysis,analysis.ipynb,16,14,create a frequency table,✔️,13,0.26
la_times,california-ccscore-analysis,analysis.ipynb,17,16,peek at data,✔️,19,0.38
la_times,california-ccscore-analysis,analysis.ipynb,18,17,remove incomplete data,✔️,13,0.26
la_times,california-ccscore-analysis,analysis.ipynb,19,19-22,repetitive code,✔️,17,0.34
la_times,california-ccscore-analysis,analysis.ipynb,20,30,outer join,✔️,24,0.48
la_times,california-ccscore-analysis,analysis.ipynb,21,19-30,split and compute,✔️,12,0.24
la_times,california-ccscore-analysis,analysis.ipynb,22,30,cross tabulate,✔️,9,0.18
la_times,california-ccscore-analysis,analysis.ipynb,23,35,sort,✔️,22,0.44
la_times,california-ccscore-analysis,analysis.ipynb,24,36,calculate spread,✔️,11,0.22
la_times,california-ccscore-analysis,analysis.ipynb,25,29,describe statistically,✔️,8,0.16
la_times,california-ccscore-analysis,analysis.ipynb,26,41,outer join,✔️,24,0.48
la_times,california-ccscore-analysis,analysis.ipynb,27,43-46,calculate change over time,✔️,8,0.16
la_times,california-ccscore-analysis,analysis.ipynb,28,47,visualize data,✔️,26,0.52
la_times,california-ccscore-analysis,analysis.ipynb,29,48,standardize variable,✔️,4,0.08
la_times,california-ccscore-analysis,analysis.ipynb,30,50,sort,✔️,22,0.44
la_times,california-ccscore-analysis,analysis.ipynb,31,50,sort,✔️,22,0.44
la_times,california-ccscore-analysis,analysis.ipynb,32,52,export,✔️,32,0.64
la_times,california-crop-production-wages-analysis,02-transform.ipynb,0,3,govt data portal,✔️,11,0.22
la_times,california-crop-production-wages-analysis,02-transform.ipynb,1,3,format values,✔️,15,0.3
la_times,california-crop-production-wages-analysis,02-transform.ipynb,2,5,construct data manually,✔️,7,0.14
la_times,california-crop-production-wages-analysis,02-transform.ipynb,3,30,load,✔️,42,0.84
la_times,california-crop-production-wages-analysis,02-transform.ipynb,4,p1,combine periodic data,✔️,5,0.1
la_times,california-crop-production-wages-analysis,02-transform.ipynb,5,8,construct data pipeline,✔️,8,0.16
la_times,california-crop-production-wages-analysis,02-transform.ipynb,6,8,change var type,✔️,34,0.68
la_times,california-crop-production-wages-analysis,02-transform.ipynb,7,8,inner join,✔️,8,0.16
la_times,california-crop-production-wages-analysis,02-transform.ipynb,8,8,inner join,✔️,8,0.16
la_times,california-crop-production-wages-analysis,02-transform.ipynb,9,8,trim by geographic area,✔️,11,0.22
la_times,california-crop-production-wages-analysis,02-transform.ipynb,10,8,trim by categorical value,✔️,22,0.44
la_times,california-crop-production-wages-analysis,02-transform.ipynb,11,8,remove variables,✔️,31,0.62
la_times,california-crop-production-wages-analysis,02-transform.ipynb,12,8,adjust for inflation,✔️,3,0.06
la_times,california-crop-production-wages-analysis,02-transform.ipynb,13,8,align variables,✔️,8,0.16
la_times,california-crop-production-wages-analysis,02-transform.ipynb,14,8,repetitive code,✔️,17,0.34
la_times,california-crop-production-wages-analysis,02-transform.ipynb,15,8,annotations,✔️,5,0.1
la_times,california-crop-production-wages-analysis,02-transform.ipynb,16,8,group by variable,✔️,27,0.54
la_times,california-crop-production-wages-analysis,02-transform.ipynb,17,8,describe statistically,✔️,8,0.16
la_times,california-crop-production-wages-analysis,02-transform.ipynb,18,8,export,✔️,32,0.64
la_times,california-crop-production-wages-analysis,02-transform.ipynb,19,8,aggregate,✔️,23,0.46
la_times,california-crop-production-wages-analysis,02-transform.ipynb,20,8,aggregate,✔️,23,0.46
la_times,california-crop-production-wages-analysis,02-transform.ipynb,21,9,load,✔️,42,0.84
la_times,california-crop-production-wages-analysis,02-transform.ipynb,22,9-10,union datasets,✔️,18,0.36
la_times,california-crop-production-wages-analysis,02-transform.ipynb,23,11-12,export,✔️,32,0.64
la_times,california-crop-production-wages-analysis,03-analysis.ipynb,0,paragraph 3,calculate change over time,✔️,8,0.16
la_times,california-crop-production-wages-analysis,03-analysis.ipynb,1,16,load,✔️,42,0.84
la_times,california-crop-production-wages-analysis,03-analysis.ipynb,2,20,peek at data,✔️,19,0.38
la_times,california-crop-production-wages-analysis,03-analysis.ipynb,3,22,trim by geographic area,✔️,11,0.22
la_times,california-crop-production-wages-analysis,03-analysis.ipynb,4,24,lookup table values,✔️,6,0.12
la_times,california-crop-production-wages-analysis,03-analysis.ipynb,5,27,trim by categorical value,✔️,22,0.44
la_times,california-crop-production-wages-analysis,03-analysis.ipynb,6,31,visualize data,✔️,26,0.52
la_times,california-crop-production-wages-analysis,03-analysis.ipynb,7,32,remove variables,✔️,31,0.62
la_times,california-crop-production-wages-analysis,03-analysis.ipynb,8,32,show trend over time,✔️,18,0.36
la_times,california-crop-production-wages-analysis,03-analysis.ipynb,9,33,export,✔️,32,0.64
la_times,california-crop-production-wages-analysis,03-analysis.ipynb,10,34,change var type,✔️,34,0.68
la_times,california-crop-production-wages-analysis,03-analysis.ipynb,11,36,annotations,✔️,5,0.1
la_times,california-crop-production-wages-analysis,03-analysis.ipynb,12,36,trim by categorical value,✔️,22,0.44
la_times,california-crop-production-wages-analysis,03-analysis.ipynb,13,36-37,trim by date range,✔️,16,0.32
la_times,california-crop-production-wages-analysis,03-analysis.ipynb,14,39,sort,✔️,22,0.44
la_times,california-crop-production-wages-analysis,03-analysis.ipynb,15,40,export,✔️,32,0.64
la_times,california-crop-production-wages-analysis,03-analysis.ipynb,16,40,wrangle data for graphics,✔️,20,0.4
la_times,california-h2a-visas-analysis,01_download.ipynb,0,1,govt data portal,✔️,11,0.22
la_times,california-h2a-visas-analysis,02_transform.ipynb,0,55,canonicalize variable names,✔️,31,0.62
la_times,california-h2a-visas-analysis,02_transform.ipynb,1,55,schema drift,✔️,1,0.02
la_times,california-h2a-visas-analysis,02_transform.ipynb,2,56,combine periodic data,✔️,5,0.1
la_times,california-h2a-visas-analysis,02_transform.ipynb,3,56,load,✔️,42,0.84
la_times,california-h2a-visas-analysis,02_transform.ipynb,4,56,remove variables,✔️,31,0.62
la_times,california-h2a-visas-analysis,02_transform.ipynb,5,56,create child table,✔️,18,0.36
la_times,california-h2a-visas-analysis,02_transform.ipynb,6,56,generate dataset identification,✔️,5,0.1
la_times,california-h2a-visas-analysis,02_transform.ipynb,7,56,parse variable,✔️,15,0.3
la_times,california-h2a-visas-analysis,02_transform.ipynb,8,56,preserve existing values,✔️,2,0.04
la_times,california-h2a-visas-analysis,02_transform.ipynb,9,56,trim by date range,✔️,16,0.32
la_times,california-h2a-visas-analysis,02_transform.ipynb,10,5,refine table,✔️,6,0.12
la_times,california-h2a-visas-analysis,02_transform.ipynb,11,55,create a unique key,✔️,11,0.22
la_times,california-h2a-visas-analysis,02_transform.ipynb,12,56,create a unique key,✔️,11,0.22
la_times,california-h2a-visas-analysis,02_transform.ipynb,13,56,replace na values,✔️,12,0.24
la_times,california-h2a-visas-analysis,02_transform.ipynb,14,56,change var type,✔️,34,0.68
la_times,california-h2a-visas-analysis,02_transform.ipynb,15,56,deduplicate,✔️,10,0.2
la_times,california-h2a-visas-analysis,02_transform.ipynb,16,56,split and compute,✔️,12,0.24
la_times,california-h2a-visas-analysis,02_transform.ipynb,17,56,export,✔️,32,0.64
la_times,california-h2a-visas-analysis,02_transform.ipynb,18,58,union datasets,✔️,18,0.36
la_times,california-h2a-visas-analysis,02_transform.ipynb,19,59,union datasets,✔️,18,0.36
la_times,california-h2a-visas-analysis,02_transform.ipynb,20,60,sort,✔️,22,0.44
la_times,california-h2a-visas-analysis,02_transform.ipynb,21,60,deduplicate,✔️,10,0.2
la_times,california-h2a-visas-analysis,02_transform.ipynb,22,62,resolve entities,✔️,4,0.08
la_times,california-h2a-visas-analysis,02_transform.ipynb,23,62,combine categorical values,✔️,12,0.24
la_times,california-h2a-visas-analysis,02_transform.ipynb,24,62-63,repetitive code,✔️,17,0.34
la_times,california-h2a-visas-analysis,02_transform.ipynb,25,64,group by variable,✔️,27,0.54
la_times,california-h2a-visas-analysis,02_transform.ipynb,26,64,aggregate,✔️,23,0.46
la_times,california-h2a-visas-analysis,02_transform.ipynb,27,65,canonicalize variable names,✔️,31,0.62
la_times,california-h2a-visas-analysis,02_transform.ipynb,28,66,outer join,✔️,24,0.48
la_times,california-h2a-visas-analysis,02_transform.ipynb,29,67,trim by categorical value,✔️,22,0.44
la_times,california-h2a-visas-analysis,02_transform.ipynb,30,68,generate dataset identification,✔️,5,0.1
la_times,california-h2a-visas-analysis,02_transform.ipynb,31,69,union datasets,✔️,18,0.36
la_times,california-h2a-visas-analysis,02_transform.ipynb,32,70,replace na values,✔️,12,0.24
la_times,california-h2a-visas-analysis,02_transform.ipynb,33,71,deduplicate,✔️,10,0.2
la_times,california-h2a-visas-analysis,02_transform.ipynb,34,72,export,✔️,32,0.64
la_times,california-h2a-visas-analysis,02_transform.ipynb,35,73-75,export,✔️,32,0.64
la_times,california-h2a-visas-analysis,03_geocode.ipynb,0,75,union datasets,✔️,18,0.36
la_times,california-h2a-visas-analysis,03_geocode.ipynb,1,75,load,✔️,42,0.84
la_times,california-h2a-visas-analysis,03_geocode.ipynb,2,76,group by variable,✔️,27,0.54
la_times,california-h2a-visas-analysis,03_geocode.ipynb,3,76,aggregate,✔️,23,0.46
la_times,california-h2a-visas-analysis,03_geocode.ipynb,4,76,canonicalize variable names,✔️,31,0.62
la_times,california-h2a-visas-analysis,03_geocode.ipynb,5,77,load,✔️,42,0.84
la_times,california-h2a-visas-analysis,03_geocode.ipynb,6,79,create soft key,✔️,5,0.1
la_times,california-h2a-visas-analysis,03_geocode.ipynb,7,79,consolidate variables,✔️,7,0.14
la_times,california-h2a-visas-analysis,03_geocode.ipynb,8,80,select rows with missing values,✔️,2,0.04
la_times,california-h2a-visas-analysis,03_geocode.ipynb,9,82,canonicalize variable names,✔️,31,0.62
la_times,california-h2a-visas-analysis,03_geocode.ipynb,10,85,api request,✔️,1,0.02
la_times,california-h2a-visas-analysis,03_geocode.ipynb,11,85,construct a subroutine,✔️,14,0.28
la_times,california-h2a-visas-analysis,03_geocode.ipynb,12,89,sort,✔️,22,0.44
la_times,california-h2a-visas-analysis,03_geocode.ipynb,13,90,export,✔️,32,0.64
la_times,california-h2a-visas-analysis,03_geocode.ipynb,14,91,load,✔️,42,0.84
la_times,california-h2a-visas-analysis,03_geocode.ipynb,15,93,load,✔️,42,0.84
la_times,california-h2a-visas-analysis,03_geocode.ipynb,16,93,temporary joining column,✔️,1,0.02
la_times,california-h2a-visas-analysis,03_geocode.ipynb,17,93,export,✔️,32,0.64
la_times,california-h2a-visas-analysis,03_geocode.ipynb,18,94-96,repetitive code,✔️,17,0.34
la_times,california-h2a-visas-analysis,04_analysis.ipynb,0,bullet 2,show trend over time,✔️,18,0.36
la_times,california-h2a-visas-analysis,04_analysis.ipynb,1,bullet 4,identify extreme values,✔️,9,0.18
la_times,california-h2a-visas-analysis,04_analysis.ipynb,2,3,format values,✔️,15,0.3
la_times,california-h2a-visas-analysis,04_analysis.ipynb,3,6,load,✔️,42,0.84
la_times,california-h2a-visas-analysis,04_analysis.ipynb,4,7,group by variable,✔️,27,0.54
la_times,california-h2a-visas-analysis,04_analysis.ipynb,5,7,aggregate,✔️,23,0.46
la_times,california-h2a-visas-analysis,04_analysis.ipynb,6,8,visualize data,✔️,26,0.52
la_times,california-h2a-visas-analysis,04_analysis.ipynb,7,8,visualize data,✔️,26,0.52
la_times,california-h2a-visas-analysis,04_analysis.ipynb,8,10,group by variable,✔️,27,0.54
la_times,california-h2a-visas-analysis,04_analysis.ipynb,9,11,cross tabulate,✔️,9,0.18
la_times,california-h2a-visas-analysis,04_analysis.ipynb,10,11-12,wrangle data for graphics,✔️,20,0.4
la_times,california-h2a-visas-analysis,04_analysis.ipynb,11,12,export,✔️,32,0.64
la_times,california-h2a-visas-analysis,04_analysis.ipynb,12,13,trim by geographic area,✔️,11,0.22
la_times,california-h2a-visas-analysis,04_analysis.ipynb,13,14,visualize data,✔️,26,0.52
la_times,california-h2a-visas-analysis,04_analysis.ipynb,14,16,trim by date range,✔️,16,0.32
la_times,california-h2a-visas-analysis,04_analysis.ipynb,15,17,remove variables,✔️,31,0.62
la_times,california-h2a-visas-analysis,04_analysis.ipynb,16,17,create a unique key,✔️,11,0.22
la_times,california-h2a-visas-analysis,04_analysis.ipynb,17,17,figure a rate,✔️,23,0.46
la_times,california-h2a-visas-analysis,04_analysis.ipynb,18,19,export,✔️,32,0.64
la_times,california-h2a-visas-analysis,04_analysis.ipynb,19,21,trim by geographic area,✔️,11,0.22
la_times,california-h2a-visas-analysis,04_analysis.ipynb,20,21,trim by date range,✔️,16,0.32
la_times,california-h2a-visas-analysis,04_analysis.ipynb,21,22,trim by geographic area,✔️,11,0.22
la_times,california-h2a-visas-analysis,04_analysis.ipynb,22,22,trim by date range,✔️,16,0.32
la_times,california-h2a-visas-analysis,04_analysis.ipynb,23,23-24,aggregate,✔️,23,0.46
la_times,california-h2a-visas-analysis,04_analysis.ipynb,24,25,load,✔️,42,0.84
la_times,california-h2a-visas-analysis,04_analysis.ipynb,25,27,change var type,✔️,34,0.68
la_times,california-h2a-visas-analysis,04_analysis.ipynb,26,34,remove incomplete data,✔️,13,0.26
la_times,california-h2a-visas-analysis,04_analysis.ipynb,27,35,load,✔️,42,0.84
la_times,california-h2a-visas-analysis,04_analysis.ipynb,28,36,inner join,✔️,8,0.16
la_times,california-h2a-visas-analysis,04_analysis.ipynb,29,37,trim by geographic area,✔️,11,0.22
la_times,california-h2a-visas-analysis,04_analysis.ipynb,30,38,group by variable,✔️,27,0.54
la_times,california-h2a-visas-analysis,04_analysis.ipynb,31,38,aggregate,✔️,23,0.46
la_times,california-h2a-visas-analysis,04_analysis.ipynb,32,38,create soft key,✔️,5,0.1
la_times,california-h2a-visas-analysis,04_analysis.ipynb,33,38,calculate spread,✔️,11,0.22
la_times,california-h2a-visas-analysis,04_analysis.ipynb,34,38,replace na values,✔️,12,0.24
la_times,california-h2a-visas-analysis,04_analysis.ipynb,35,39,cross tabulate,✔️,9,0.18
la_times,california-h2a-visas-analysis,04_analysis.ipynb,36,40,calculate change over time,✔️,8,0.16
la_times,california-h2a-visas-analysis,04_analysis.ipynb,37,41,sort,✔️,22,0.44
la_times,california-h2a-visas-analysis,04_analysis.ipynb,38,42,wrangle data for graphics,✔️,20,0.4
la_times,california-h2a-visas-analysis,04_analysis.ipynb,39,42,export,✔️,32,0.64
la_times,california-h2a-visas-analysis,04_analysis.ipynb,40,43,group by variable,✔️,27,0.54
la_times,california-h2a-visas-analysis,04_analysis.ipynb,41,43,aggregate,✔️,23,0.46
la_times,california-h2a-visas-analysis,04_analysis.ipynb,42,42,change var type,✔️,34,0.68
la_times,california-h2a-visas-analysis,04_analysis.ipynb,43,46,canonicalize variable names,✔️,31,0.62
la_times,california-h2a-visas-analysis,04_analysis.ipynb,44,47,export,✔️,32,0.64
la_times,california-h2a-visas-analysis,04_analysis.ipynb,45,47,wrangle data for graphics,✔️,20,0.4
la_times,california-h2a-visas-analysis,04_analysis.ipynb,46,48,group by variable,✔️,27,0.54
la_times,california-h2a-visas-analysis,04_analysis.ipynb,47,48,aggregate,✔️,23,0.46
la_times,california-h2a-visas-analysis,04_analysis.ipynb,48,48,sort,✔️,22,0.44
la_times,california-h2a-visas-analysis,04_analysis.ipynb,49,49,cross tabulate,✔️,9,0.18
la_times,california-h2a-visas-analysis,04_analysis.ipynb,50,49,create soft key,✔️,5,0.1
la_times,california-h2a-visas-analysis,04_analysis.ipynb,51,49,replace na values,✔️,12,0.24
la_times,california-h2a-visas-analysis,04_analysis.ipynb,52,51,calculate change over time,✔️,8,0.16
la_times,california-h2a-visas-analysis,04_analysis.ipynb,53,52,sort,✔️,22,0.44
la_times,california-h2a-visas-analysis,04_analysis.ipynb,54,53,export,✔️,32,0.64
la_times,california-h2a-visas-analysis,04_analysis.ipynb,55,52,trim by geographic area,✔️,11,0.22
la_times,california-h2a-visas-analysis,04_analysis.ipynb,56,54,create child table,✔️,18,0.36
la_times,california-h2a-visas-analysis,04_analysis.ipynb,57,56,visualize data,✔️,26,0.52
la_times,california-h2a-visas-analysis,04_analysis.ipynb,58,58,remove variables,✔️,31,0.62
la_times,california-h2a-visas-analysis,04_analysis.ipynb,59,59,trim by date range,✔️,16,0.32
la_times,california-h2a-visas-analysis,04_analysis.ipynb,60,59,group by variable,✔️,27,0.54
la_times,california-h2a-visas-analysis,04_analysis.ipynb,61,59,aggregate,✔️,23,0.46
la_times,california-h2a-visas-analysis,04_analysis.ipynb,62,59,create a unique key,✔️,11,0.22
la_times,california-h2a-visas-analysis,04_analysis.ipynb,63,59,sort,✔️,22,0.44
la_times,census-hard-to-map-analysis,notebook.ipynb,0,paragraph 3,wrangle data for graphics,✔️,20,0.4
la_times,census-hard-to-map-analysis,notebook.ipynb,1,24,govt data portal,✔️,11,0.22
la_times,census-hard-to-map-analysis,notebook.ipynb,2,2,change var type,✔️,34,0.68
la_times,census-hard-to-map-analysis,notebook.ipynb,3,2,load,✔️,42,0.84
la_times,census-hard-to-map-analysis,notebook.ipynb,4,2,align variables,✔️,8,0.16
la_times,census-hard-to-map-analysis,notebook.ipynb,5,3,peek at data,✔️,19,0.38
la_times,census-hard-to-map-analysis,notebook.ipynb,6,4,canonicalize variable names,✔️,31,0.62
la_times,census-hard-to-map-analysis,notebook.ipynb,7,6,load,✔️,42,0.84
la_times,census-hard-to-map-analysis,notebook.ipynb,8,25,peek at data,✔️,19,0.38
la_times,census-hard-to-map-analysis,notebook.ipynb,9,8,remove variables,✔️,31,0.62
la_times,census-hard-to-map-analysis,notebook.ipynb,10,8,canonicalize variable names,✔️,31,0.62
la_times,census-hard-to-map-analysis,notebook.ipynb,11,9,peek at data,✔️,19,0.38
la_times,census-hard-to-map-analysis,notebook.ipynb,12,9,inner join,✔️,8,0.16
la_times,census-hard-to-map-analysis,notebook.ipynb,13,10,tolerate dirty data,✔️,4,0.08
la_times,census-hard-to-map-analysis,notebook.ipynb,14,11,export,✔️,32,0.64
la_times,census-hard-to-map-analysis,notebook.ipynb,15,12,parse variable,✔️,15,0.3
la_times,census-hard-to-map-analysis,notebook.ipynb,16,"14,18",sort,✔️,22,0.44
la_times,census-hard-to-map-analysis,notebook.ipynb,17,19,group by variable,✔️,27,0.54
la_times,census-hard-to-map-analysis,notebook.ipynb,18,19,create a frequency table,✔️,13,0.26
la_times,census-hard-to-map-analysis,notebook.ipynb,19,19,compare groups,✔️,27,0.54
la_times,swana-population-map,article,0,page 2,identify extreme values,✔️,9,0.18
la_times,swana-population-map,article,1,page 3,compare groups,✔️,27,0.54
la_times,swana-population-map,swana-population-map.js,0,chart,wrangle data for graphics,✔️,20,0.4
la_times,swana-population-map,swana-population-map.js,1,population,change var type,✔️,34,0.68
la_times,swana-population-map,swana-population-map.js,2,selected_cities,trim by quantitative threshold,✔️,18,0.36
la_times,swana-population-map,swana-population-map.js,3,pop,change var type,✔️,34,0.68
nola,Endangered-Species-Act-Louisiana,alligators.R,0,line 2,wrangle data for graphics,✔️,20,0.4
nola,Endangered-Species-Act-Louisiana,alligators.R,1,line 10,load,✔️,42,0.84
nola,Endangered-Species-Act-Louisiana,alligators.R,2,line 11,peek at data,✔️,19,0.38
nola,Endangered-Species-Act-Louisiana,alligators.R,3,line 14,canonicalize variable names,✔️,31,0.62
nola,Endangered-Species-Act-Louisiana,alligators.R,4,lines 17-19,change var type,✔️,34,0.68
nola,Endangered-Species-Act-Louisiana,alligators.R,5,lines 21-22,scale values,✔️,4,0.08
nola,Endangered-Species-Act-Louisiana,alligators.R,6,lines 26-33,visualize data,✔️,26,0.52
nola,Endangered-Species-Act-Louisiana,alligators.R,7,lines 26-33,show trend over time,✔️,18,0.36
nola,Endangered-Species-Act-Louisiana,alligators.R,8,35,export,✔️,32,0.64
npr,school-choice,data_exploration.ipynb,0,24,load,✔️,42,0.84
npr,school-choice,data_exploration.ipynb,1,25,standardize variable,✔️,4,0.08
npr,school-choice,data_exploration.ipynb,2,25,scale values,✔️,4,0.08
npr,school-choice,data_exploration.ipynb,3,25,change var type,✔️,34,0.68
npr,school-choice,data_exploration.ipynb,4,25,figure a rate,✔️,23,0.46
npr,school-choice,data_exploration.ipynb,5,25,replace na values,✔️,12,0.24
npr,school-choice,data_exploration.ipynb,6,25,figure a rate,✔️,23,0.46
npr,school-choice,data_exploration.ipynb,7,25,calculate change over time,✔️,8,0.16
npr,school-choice,data_exploration.ipynb,8,25,impute missing data,✔️,5,0.1
npr,school-choice,data_exploration.ipynb,9,25,change var type,✔️,34,0.68
npr,school-choice,data_exploration.ipynb,10,26,create child table,✔️,18,0.36
npr,school-choice,data_exploration.ipynb,11,27,visualize data,✔️,26,0.52
npr,school-choice,data_exploration.ipynb,12,28,show trend over time,✔️,18,0.36
npr,school-choice,data_exploration.ipynb,13,29,calculate spread,✔️,11,0.22
npr,school-choice,data_exploration.ipynb,14,29,calculate a statistic,✔️,7,0.14
npr,school-choice,data_exploration.ipynb,15,30,visualize data,✔️,26,0.52
npr,school-choice,data_exploration.ipynb,16,32,trim by date range,✔️,16,0.32
npr,school-choice,data_exploration.ipynb,17,32,scale values,✔️,4,0.08
npr,school-choice,data_exploration.ipynb,18,32,transpose,✔️,1,0.02
npr,school-choice,data_exploration.ipynb,19,32,export,✔️,32,0.64
npr,school-choice,data_exploration.ipynb,20,32,load,✔️,42,0.84
npr,school-choice,data_exploration.ipynb,21,32,visualize data,✔️,26,0.52
npr,school-choice,data_exploration.ipynb,22,33,visualize data,✔️,26,0.52
npr,school-choice,data_exploration.ipynb,23,34,visualize data,✔️,26,0.52
npr,school-choice,data_exploration.ipynb,24,35,visualize data,✔️,26,0.52
npr,school-choice,data_exploration.ipynb,25,36,create child table,✔️,18,0.36
npr,school-choice,data_exploration.ipynb,26,36,figure a rate,✔️,23,0.46
npr,school-choice,data_exploration.ipynb,27,36,export,✔️,32,0.64
npr,school-choice,data_exploration.ipynb,28,37,sort,✔️,22,0.44
npr,school-choice,data_exploration.ipynb,29,37,create a frequency table,✔️,13,0.26
npr,school-choice,data_exploration.ipynb,30,38,outer join,✔️,24,0.48
npr,school-choice,data_exploration.ipynb,31,38,remove variables,✔️,31,0.62
npr,school-choice,data_exploration.ipynb,32,38,remove duplicate variables,✔️,2,0.04
npr,school-choice,data_exploration.ipynb,33,38,canonicalize variable names,✔️,31,0.62
npr,school-choice,data_exploration.ipynb,34,38,remove variables,✔️,31,0.62
npr,school-choice,data_exploration.ipynb,35,38,create child table,✔️,18,0.36
npr,school-choice,data_exploration.ipynb,36,38,change var type,✔️,34,0.68
npr,school-choice,data_exploration.ipynb,37,38,repetitive code,✔️,17,0.34
npr,school-choice,data_exploration.ipynb,38,40,load,✔️,42,0.84
npr,school-choice,data_exploration.ipynb,39,41,remove variables,✔️,31,0.62
npr,school-choice,data_exploration.ipynb,40,41,canonicalize variable names,✔️,31,0.62
npr,school-choice,data_exploration.ipynb,41,41,load,✔️,42,0.84
npr,school-choice,data_exploration.ipynb,42,41,create child table,✔️,18,0.36
npr,school-choice,data_exploration.ipynb,43,41,replace na values,✔️,12,0.24
npr,school-choice,data_exploration.ipynb,44,42,create child table,✔️,18,0.36
npr,school-choice,data_exploration.ipynb,45,42,figure a rate,✔️,23,0.46
npr,school-choice,data_exploration.ipynb,46,43,outer join,✔️,24,0.48
npr,school-choice,data_exploration.ipynb,47,43,trim by date range,✔️,16,0.32
npr,school-choice,data_exploration.ipynb,48,43,impute missing data,✔️,5,0.1
npr,school-choice,data_exploration.ipynb,49,44,remove variables,✔️,31,0.62
npr,school-choice,data_exploration.ipynb,50,44,canonicalize variable names,✔️,31,0.62
npr,school-choice,data_exploration.ipynb,51,44,sort,✔️,22,0.44
npr,school-choice,data_exploration.ipynb,52,44,export,✔️,32,0.64
npr,school-choice,special_education.ipynb,0,2,load,✔️,42,0.84
npr,school-choice,special_education.ipynb,1,3,combine categorical values,✔️,12,0.24
npr,school-choice,special_education.ipynb,2,3,standardize variable,✔️,4,0.08
npr,school-choice,special_education.ipynb,3,3,change var type,✔️,34,0.68
npr,school-choice,special_education.ipynb,4,3,scale values,✔️,4,0.08
npr,school-choice,special_education.ipynb,5,3,change var type,✔️,34,0.68
npr,school-choice,special_education.ipynb,6,3,figure a rate,✔️,23,0.46
npr,school-choice,special_education.ipynb,7,3,replace na values,✔️,12,0.24
npr,school-choice,special_education.ipynb,8,3,figure a rate,✔️,23,0.46
npr,school-choice,special_education.ipynb,9,3,figure a rate,✔️,23,0.46
npr,school-choice,special_education.ipynb,10,3,impute missing data,✔️,5,0.1
npr,school-choice,special_education.ipynb,11,4,trim by date range,✔️,16,0.32
npr,school-choice,special_education.ipynb,12,4,trim by date range,✔️,16,0.32
npr,school-choice,special_education.ipynb,13,4,remove incomplete data,✔️,13,0.26
npr,school-choice,special_education.ipynb,14,5,group by variable,✔️,27,0.54
npr,school-choice,special_education.ipynb,15,5,remove variables,✔️,31,0.62
npr,school-choice,special_education.ipynb,16,5,canonicalize variable names,✔️,31,0.62
npr,school-choice,special_education.ipynb,17,5,align variables,✔️,8,0.16
npr,school-choice,special_education.ipynb,18,5,repetitive code,✔️,17,0.34
npr,school-choice,special_education.ipynb,19,5,split and compute,✔️,12,0.24
npr,school-choice,special_education.ipynb,20,5,full join,✔️,5,0.1
npr,school-choice,special_education.ipynb,21,5,fill in na values after an outer join,✔️,5,0.1
npr,school-choice,special_education.ipynb,22,5,outer join,✔️,24,0.48
npr,school-choice,special_education.ipynb,23,5,remove variables,✔️,31,0.62
npr,school-choice,special_education.ipynb,24,5,canonicalize variable names,✔️,31,0.62
